(526375.8577, 4216229.9831);(615949.1173, 4239800.5628);{}
(615949.1173, 4239800.5628);(706728.8454, 4220779.2169);{}
(603526.4391, 4177254.959);(638934.4824, 4177851.6066);{}
(638934.4824, 4177851.6066);(669201.6779, 4206629.8613);{}
(706728.8454, 4220779.2169);(603526.4391, 4177254.959);{'etiqueta': 'RIO GUADALENTIN O SANGONERA'}
(706728.8454, 4220779.2169);(613151.6989, 4207954.9225);{'etiqueta': 'RIO MULA'}
(706728.8454, 4220779.2169);(593176.3074, 4204354.8408);{'etiqueta': 'RIO QUIPAR'}
(706728.8454, 4220779.2169);(549239.3088, 4255967.7191);{'etiqueta': 'RIO MUNDO'}
(706728.8454, 4220779.2169);(662389.6489, 4273654.6255);{'etiqueta': 'RAMBLA DE LOS CASTILLAREJOS'}
(706728.8454, 4220779.2169);(671689.6448, 4274192.0232);{'etiqueta': 'RAMBLA DE LOS PINOS'}
(706728.8454, 4220779.2169);(664402.0794, 4258117.1548);{'etiqueta': 'RAMBLA DE QUITAPELLEJOS'}
(706728.8454, 4220779.2169);(671789.6027, 4262292.089);{'etiqueta': 'BARRANCO DE LA MAGIA'}
(706728.8454, 4220779.2169);(694026.736, 4229154.502);{'etiqueta': 'AZARBE CONVENIO'}
(706728.8454, 4220779.2169);(678176.7806, 4223279.6682);{'etiqueta': 'RAMBLA DE ABANILLA'}
(706728.8454, 4220779.2169);(671826.7157, 4212854.7941);{'etiqueta': 'RAMBLA GRANDE'}
(706728.8454, 4220779.2169);(675489.0361, 4199192.2833);{'etiqueta': 'RAMBLA DE LOS ROMOS'}
(706728.8454, 4220779.2169);(659114.189, 4208067.3919);{'etiqueta': 'RAMBLA DE LA VENETOSA'}
(706728.8454, 4220779.2169);(655414.1573, 4205254.8699);{'etiqueta': 'RAMBLA DE LAS ZORRERAS'}
(706728.8454, 4220779.2169);(638276.6077, 4204379.8246);{'etiqueta': 'RAMBLA SALADA'}
(706728.8454, 4220779.2169);(659939.2083, 4209967.3969);{'etiqueta': 'RAMBLA DE LA RIBERA DE MOLINA'}
(706728.8454, 4220779.2169);(654751.8881, 4227729.8477);{'etiqueta': 'RAMBLA DEL CARRIZALEJO'}
(706728.8454, 4220779.2169);(647001.9949, 4241904.848);{'etiqueta': 'RAMBLA DEL MORO'}
(706728.8454, 4220779.2169);(645052.1365, 4259979.9015);{'etiqueta': 'RAMBLA DEL JUDIO'}
(706728.8454, 4220779.2169);(627801.9681, 4245579.9523);{'etiqueta': 'RAMBLA DEL AGUA AMARGA'}
(706728.8454, 4220779.2169);(589351.3057, 4215354.9874);{'etiqueta': 'RIO ARGOS'}
(706728.8454, 4220779.2169);(604276.8728, 4230380.1062);{'etiqueta': 'RIO MORATALLA'}
(706728.8454, 4220779.2169);(594851.8352, 4240580.295);{'etiqueta': 'ARROYO DEL CHOPILLO'}
(706728.8454, 4220779.2169);(611939.4771, 4242030.056);{'etiqueta': 'BARRANCO DE LOS MARRANEROS'}
(706728.8454, 4220779.2169);(573739.2589, 4260555.1511);{'etiqueta': 'RAMBLA DEL ARROYO DE LA ANCHURA'}
(706728.8454, 4220779.2169);(547762.8655, 4220580.104);{'etiqueta': 'RIO TAIBILLA'}
(706728.8454, 4220779.2169);(540176.3214, 4241780.6025);{'etiqueta': 'RIO TUS'}
(706728.8454, 4220779.2169);(539525.5307, 4215879.8629);{'etiqueta': 'RIO ZUMETA'}
(706728.8454, 4220779.2169);(695939.1569, 4214042.0658);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(691864.1534, 4213967.0965);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(685301.6505, 4211354.6286);{'etiqueta': 'ARROYO GRANDE O DERRAMADOR'}
(706728.8454, 4220779.2169);(680626.6888, 4214554.6523);{'etiqueta': 'AZARBE MAYOR'}
(706728.8454, 4220779.2169);(674239.23, 4217317.2048);{'etiqueta': 'BARRANCO LOS MUERTOS'}
(706728.8454, 4220779.2169);(658414.1957, 4208767.3903);{'etiqueta': 'RAMBLA DE TALON'}
(706728.8454, 4220779.2169);(658039.1945, 4208654.8884);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(658864.2003, 4209204.8931);{'etiqueta': 'RAMBLA DE LOS GARCIA'}
(706728.8454, 4220779.2169);(663051.7838, 4217467.4056);{'etiqueta': 'CAÑADA DE MORCILLO'}
(706728.8454, 4220779.2169);(656351.8129, 4220367.3856);{'etiqueta': 'RAMBLA DEL SALAR GORDO'}
(706728.8454, 4220779.2169);(646889.2276, 4214417.3513);{'etiqueta': 'RAMBLA DE HUETE'}
(706728.8454, 4220779.2169);(644251.7504, 4218567.3469);{'etiqueta': 'RAMBLA AMARGA'}
(706728.8454, 4220779.2169);(639014.2346, 4219454.8388);{'etiqueta': 'RAMBLA DE MAYES'}
(706728.8454, 4220779.2169);(639789.2502, 4220754.8389);{'etiqueta': 'RAMBLA DE CARCELIN'}
(706728.8454, 4220779.2169);(645864.358, 4228167.3449);{'etiqueta': 'RAMBLA DE SAN ROQUE'}
(706728.8454, 4220779.2169);(635589.2621, 4221542.3381);{'etiqueta': 'BARRANCO DE VITE'}
(706728.8454, 4220779.2169);(642064.4364, 4236979.8471);{'etiqueta': 'BARRANCO DE LOS CABAÑILES'}
(706728.8454, 4220779.2169);(640689.4315, 4236867.3472);{'etiqueta': 'BARRANCO DE LOS GRAJOS'}
(706728.8454, 4220779.2169);(636514.3626, 4230542.3389);{'etiqueta': 'BARRANCO DE MECO'}
(706728.8454, 4220779.2169);(636664.4138, 4235654.8471);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(634139.3402, 4228592.3416);{'etiqueta': 'RAMBLILLA DE LOS PRADOS'}
(706728.8454, 4220779.2169);(632464.3265, 4227192.3476);{'etiqueta': 'RAMBLA DEL CARCABO O RIPION'}
(706728.8454, 4220779.2169);(629639.4271, 4238892.3953);{'etiqueta': 'BARRANCO DEL GALAN'}
(706728.8454, 4220779.2169);(621501.9208, 4238667.4566);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(619139.4326, 4239892.4808);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(618226.9326, 4239667.4885);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(616314.4243, 4238405.0027);{'etiqueta': 'RAMBLA SALADA'}
(706728.8454, 4220779.2169);(615889.4207, 4237967.5056);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(612939.4179, 4236880.0355);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(612289.4173, 4236580.0417);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(610101.9136, 4235517.562);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(617176.9278, 4238917.496);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(621114.4401, 4241142.4696);{'etiqueta': 'RAMBLA DEL CANALON'}
(706728.8454, 4220779.2169);(619989.4523, 4242567.483);{'etiqueta': 'RAMBLA DEL GALLEGO'}
(706728.8454, 4220779.2169);(613414.4557, 4240655.0379);{'etiqueta': 'CAÑADA DE BEOR'}
(706728.8454, 4220779.2169);(588114.0448, 4233630.4161);{'etiqueta': 'ARROYO DE BENIZAR'}
(706728.8454, 4220779.2169);(590989.2624, 4246992.7227);{'etiqueta': 'CAÑADA DE LOS CUARTOS'}
(706728.8454, 4220779.2169);(590989.3774, 4258130.0334);{'etiqueta': 'RAMBLA DE LOS ALGARROBOS'}
(706728.8454, 4220779.2169);(588251.7095, 4247405.2308);{'etiqueta': 'ARROYO DE LOS GONZALOS'}
(706728.8454, 4220779.2169);(582351.6213, 4248867.7468);{'etiqueta': 'BARRANCO DEL REGALI'}
(706728.8454, 4220779.2169);(579551.5027, 4245080.335);{'etiqueta': 'ARROYO DE LETUR'}
(706728.8454, 4220779.2169);(572101.6677, 4255892.7197);{'etiqueta': 'RAMBLA DEL ENTREDICHO DE ARRIBA'}
(706728.8454, 4220779.2169);(573901.6102, 4252992.7498);{'etiqueta': 'RAMBLA DE LA FUENTE DE PABLO'}
(706728.8454, 4220779.2169);(570063.996, 4248955.3255);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(570826.6488, 4255092.7371);{'etiqueta': 'RAMBLA DE PEÑARRUBIA'}
(706728.8454, 4220779.2169);(569876.6427, 4254792.7446);{'etiqueta': 'RAMBLA DE PERALTA'}
(706728.8454, 4220779.2169);(567989.0592, 4251617.7945);{'etiqueta': 'ARROYO DE CUEVA ABUELO'}
(706728.8454, 4220779.2169);(562963.7064, 4239367.9909);{'etiqueta': 'ARROYO DE CAÑADA ALARCON'}
(706728.8454, 4220779.2169);(552938.8854, 4242618.1873);{'etiqueta': 'ARROYO DE TINJARRA'}
(706728.8454, 4220779.2169);(550526.4297, 4242530.7267);{'etiqueta': 'ARROYO MADERA'}
(706728.8454, 4220779.2169);(544576.2839, 4239293.1791);{'etiqueta': 'ARROYO DE LA ESPINEA'}
(706728.8454, 4220779.2169);(541363.5641, 4236080.5522);{'etiqueta': 'ARROYO DE LOS HUECOS'}
(706728.8454, 4220779.2169);(538900.8086, 4231142.8179);{'etiqueta': 'BARRANCO DE BORBUA'}
(706728.8454, 4220779.2169);(537551.0048, 4237142.9743);{'etiqueta': 'RIO MADERA'}
(706728.8454, 4220779.2169);(525725.9384, 4211067.2706);{'etiqueta': 'BARRANCO CAÑADA DE LA CRUZ'}
(706728.8454, 4220779.2169);(642852.4413, 4308179.4537);{'etiqueta': 'CAÑADA SOTON'}
(706728.8454, 4220779.2169);(639114.966, 4310179.45);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(634639.9656, 4309604.4666);{'etiqueta': 'VALLEJO DE LAS ARENAS'}
(706728.8454, 4220779.2169);(642914.9183, 4302454.4873);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(639277.4356, 4299517.0091);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(632964.948, 4305491.9952);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(639939.9319, 4299842.0066);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(634689.9477, 4304754.4927);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(641589.9262, 4302716.987);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(635102.446, 4303142.0019);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(633389.9455, 4302267.0156);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(631852.4465, 4305642.0005);{'etiqueta': 'VERTIENTE DE LA CAÑADILLA'}
(706728.8454, 4220779.2169);(630514.9273, 4293342.1197);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(630289.9386, 4301104.5434);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(628852.433, 4298392.0763);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(702426.689, 4217141.9981);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(700401.6778, 4216417.0159);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(694639.1596, 4215342.0749);{'etiqueta': 'BARRANCO DE CALDERON'}
(706728.8454, 4220779.2169);(691576.6606, 4215342.0911);{'etiqueta': 'SIN NOMBRE'}
(706728.8454, 4220779.2169);(691101.6572, 4214642.0952);{'etiqueta': 'BARRANCO MOJON'}
(706728.8454, 4220779.2169);(691376.6524, 4213892.0969);{'etiqueta': 'RAMBLA DE ESTRECHO'}
(706728.8454, 4220779.2169);(689489.1409, 4212842.0974);{'etiqueta': 'BARRANCO LARGO'}
(706728.8454, 4220779.2169);(681789.2492, 4221167.1406);{'etiqueta': 'RAMBLA DE LA CULEBRA'}
(706728.8454, 4220779.2169);(680589.2698, 4223029.6454);{'etiqueta': 'RAMBLA DE REDOVAN'}
(706728.8454, 4220779.2169);(660014.2311, 4212242.4012);{'etiqueta': 'RAMBLA DE LOS CALDERONES'}
(706728.8454, 4220779.2169);(652089.296, 4219979.873);{'etiqueta': 'BARRANCO DE LAS MUNUERAS'}
